Transaction ID; Purchase Amount (USD) ;Payment Method;Review Rating
28; $87.00 ;Debit Card;3.1
2251; $78.00 ;Bank Transfer;3
1846; $32.00 ;Bank Transfer;2.9
2946; $38.00 ;Debit Card;2.9
2663; $37.00 ;Cash;4
2427; $83.00 ;Debit Card;3.5
2268; $72.00 ;PayPal;3.8
1476; $30.00 ;Credit Card;4.5
1789; $66.00 ;Credit Card;2.7
405; $45.00 ;Cash;2.9
1039; $73.00 ;Credit Card;4.9
1069; $67.00 ;Bank Transfer;3.8
1539; $72.00 ;Venmo;4.9
1757; $24.00 ;Venmo;4.6
1762; $68.00 ;Venmo;3.5
1668; $70.00 ;Bank Transfer;4.2
3223; $64.00 ;Bank Transfer;3.7
2095; $91.00 ;Cash;2.8
1289; $82.00 ;Debit Card;4.8
2724; $24.00 ;Debit Card;2.7
512; $80.00 ;Venmo;3.6
793; $53.00 ;Debit Card;4.5
2435; $50.00 ;Credit Card;4
3832; $31.00 ;Cash;4.5
2693; $88.00 ;Credit Card;3.9
724; $52.00 ;Credit Card;3.8
3136; $22.00 ;Bank Transfer;4.7
342; $27.00 ;Debit Card;4.6
1831; $34.00 ;Debit Card;3.6
2225; $39.00 ;Debit Card;4.3
560; $53.00 ;Cash;3
1143; $46.00 ;PayPal;4.3
2571; $85.00 ;Venmo;4.8
2158; $86.00 ;Bank Transfer;3.7
1183; $63.00 ;Cash;2.6
1847; $44.00 ;Debit Card;3.4
1732; $95.00 ;Cash;3.9
2568; $49.00 ;Venmo;4.8
1777; $77.00 ;Credit Card;2.8
567; $63.00 ;Venmo;4.4
17; $83.00 ;Credit Card;3.1
2050; $93.00 ;Credit Card;3.8
1682; $91.00 ;Bank Transfer;4.1
2951; $99.00 ;Credit Card;4.6
2306; $24.00 ;PayPal;4.9
1192; $82.00 ;PayPal;4.8
979; $28.00 ;PayPal;3.9
2382; $67.00 ;Venmo;2.6
1393; $88.00 ;PayPal;3.7
3194; $70.00 ;Cash;4.7
301; $100.00 ;Venmo;4.5
629; $28.00 ;PayPal;4.7
355; $48.00 ;Venmo;3.6
3111; $43.00 ;Credit Card;2.8
2520; $40.00 ;PayPal;4
2739; $97.00 ;Debit Card;3.6
1851; $25.00 ;Credit Card;3.8
751; $45.00 ;Bank Transfer;4.4
3466; $49.00 ;Cash;2.8
1473; $36.00 ;Cash;3.4
2840; $48.00 ;Cash;4.9
60; $62.00 ;Bank Transfer;4.3
965; $74.00 ;Bank Transfer;3.4
359; $100.00 ;Credit Card;3.9
2652; $39.00 ;Venmo;4.2
1376; $65.00 ;PayPal;2.7
1723; $99.00 ;Cash;4.1
89; $68.00 ;PayPal;4.5
996; $97.00 ;Debit Card;2.8
3733; $47.00 ;PayPal;3.4
730; $56.00 ;Credit Card;3.9
2454; $91.00 ;PayPal;2.6
1567; $93.00 ;Cash;4.4
2723; $36.00 ;PayPal;4.9
2122; $45.00 ;Venmo;3.6
3828; $44.00 ;Venmo;2.8
2273; $32.00 ;PayPal;4.3
762; $36.00 ;Venmo;3
1993; $85.00 ;Credit Card;3.3
3294; $36.00 ;Debit Card;2.5
3720; $55.00 ;Debit Card;5
2063; $20.00 ;Cash;4.3
1494; $91.00 ;Venmo;4.2
3890; $71.00 ;PayPal;3.9
613; $64.00 ;Bank Transfer;3.9
1794; $21.00 ;Bank Transfer;4.2
1179; $100.00 ;Cash;3.5
1581; $96.00 ;Venmo;2.5
361; $91.00 ;Credit Card;2.9
1870; $40.00 ;Venmo;2.7
2097; $53.00 ;Venmo;4.7
3382; $48.00 ;Bank Transfer;3.8
1596; $70.00 ;Cash;3.7
3226; $29.00 ;Credit Card;4.7
1383; $29.00 ;Cash;3.6
419; $53.00 ;Venmo;2.8
1084; $79.00 ;Venmo;3.7
1241; $65.00 ;Bank Transfer;3.5
1825; $99.00 ;Venmo;3.7
3691; $60.00 ;Debit Card;3
3167; $86.00 ;Cash;4.9
2340; $73.00 ;Venmo;4.6
279; $45.00 ;Bank Transfer;3.3
3606; $70.00 ;Bank Transfer;3
1170; $65.00 ;Credit Card;3.5
906; $55.00 ;Debit Card;4.2
2368; $65.00 ;Credit Card;4.5
1601; $21.00 ;Venmo;2.8
2874; $26.00 ;Credit Card;4.9
1315; $71.00 ;Bank Transfer;3.3
3399; $41.00 ;Debit Card;3
813; $44.00 ;Venmo;3.9
228; $81.00 ;Bank Transfer;2.8
776; $77.00 ;Debit Card;4.5
1332; $26.00 ;Debit Card;4
2926; $31.00 ;PayPal;2.9
2885; $82.00 ;Credit Card;4
430; $60.00 ;Debit Card;3.4
3062; $70.00 ;Venmo;2.5
3802; $26.00 ;Bank Transfer;2.8
1806; $100.00 ;PayPal;3
2708; $82.00 ;Bank Transfer;3.1
2687; $24.00 ;PayPal;2.6
3119; $74.00 ;PayPal;4.9
3592; $58.00 ;Debit Card;3.5
2599; $56.00 ;PayPal;2.6
1737; $37.00 ;PayPal;3.5
2548; $64.00 ;Bank Transfer;4.5
3801; $58.00 ;PayPal;4.3
791; $44.00 ;Debit Card;4.8
2817; $39.00 ;Bank Transfer;4.2
2828; $48.00 ;Bank Transfer;3.2
2282; $32.00 ;PayPal;4.1
3316; $79.00 ;Credit Card;4
2801; $27.00 ;Credit Card;2.9
197; $98.00 ;Debit Card;2.6
63; $67.00 ;PayPal;2.7
330; $37.00 ;Debit Card;4.6
3565; $49.00 ;Bank Transfer;3.2
1177; $74.00 ;Cash;4.1
2289; $93.00 ;PayPal;3.9
481; $60.00 ;Debit Card;3
2464; $76.00 ;Cash;3.6
3391; $64.00 ;Venmo;4.6
188; $38.00 ;Credit Card;4.5
3872; $91.00 ;Credit Card;3.2
250; $70.00 ;Cash;4.9
3523; $22.00 ;Bank Transfer;5
2600; $59.00 ;Credit Card;3.8
3493; $22.00 ;PayPal;3.4
1460; $74.00 ;Venmo;3.8
95; $71.00 ;PayPal;3.2
59; $80.00 ;Credit Card;4.7
693; $59.00 ;Debit Card;4.5
1094; $96.00 ;Bank Transfer;3.3
727; $43.00 ;Debit Card;3.9
132; $76.00 ;Debit Card;3.6
2384; $59.00 ;Debit Card;2.8
497; $48.00 ;Cash;4.3
180; $22.00 ;Bank Transfer;3.5
1008; $40.00 ;Bank Transfer;4.2
3073; $73.00 ;Venmo;4.6
2274; $26.00 ;Debit Card;2.6
1127; $41.00 ;Debit Card;3.4
2485; $98.00 ;Venmo;3.1
448; $63.00 ;PayPal;3.6
690; $55.00 ;Bank Transfer;4.2
282; $90.00 ;Credit Card;3.6
1624; $46.00 ;Credit Card;3.6
372; $88.00 ;Venmo;3
1480; $95.00 ;Bank Transfer;2.5
2239; $31.00 ;Credit Card;4
988; $42.00 ;PayPal;4.1
3261; $44.00 ;Debit Card;4.9
1138; $99.00 ;Venmo;4
2497; $20.00 ;Venmo;3.5
1100; $37.00 ;Bank Transfer;3.2
3305; $50.00 ;Credit Card;2.8
3326; $73.00 ;Debit Card;3.5
1375; $84.00 ;Cash;3.1
199; $64.00 ;PayPal;3.3
2260; $21.00 ;Debit Card;4.6
3160; $36.00 ;PayPal;4.9
677; $81.00 ;Bank Transfer;3.4
3190; $54.00 ;Cash;3.5
781; $63.00 ;Bank Transfer;4.8
1903; $59.00 ;Bank Transfer;2.7
1696; $53.00 ;Cash;3.4
3096; $63.00 ;PayPal;3.5
1887; $33.00 ;Debit Card;3.7
2249; $64.00 ;Bank Transfer;3.3
3758; $98.00 ;Venmo;2.9
3022; $85.00 ;Venmo;3.9
3711; $82.00 ;PayPal;2.7
1013; $85.00 ;Bank Transfer;4.3
3019; $37.00 ;PayPal;3
648; $56.00 ;PayPal;5
3580; $33.00 ;Debit Card;2.7
1715; $57.00 ;Venmo;4.7
3174; $31.00 ;Debit Card;4.6
440; $69.00 ;Bank Transfer;3.2
3570; $92.00 ;Credit Card;4.3
3644; $46.00 ;Bank Transfer;4.6
2003; $81.00 ;PayPal;4.9
2672; $97.00 ;Cash;3.8
609; $93.00 ;PayPal;2.6
1912; $56.00 ;Venmo;4.7
755; $53.00 ;PayPal;4.1
3058; $66.00 ;Debit Card;3.7
2649; $50.00 ;Credit Card;3
25; $97.00 ;Venmo;4.7
515; $79.00 ;Cash;4.7
3851; $76.00 ;Venmo;4
706; $38.00 ;Credit Card;2.6
3318; $45.00 ;Debit Card;3
675; $77.00 ;PayPal;3.3
2919; $51.00 ;Venmo;3.4
360; $26.00 ;Venmo;4
1490; $76.00 ;PayPal;2.6
1146; $94.00 ;Credit Card;3.4
2434; $32.00 ;PayPal;4.4
602; $20.00 ;PayPal;4.7
2407; $20.00 ;PayPal;4.5
2784; $59.00 ;Cash;2.9
1160; $97.00 ;Cash;4.2
964; $68.00 ;Credit Card;4.1
1882; $66.00 ;Venmo;4.4
3672; $85.00 ;Bank Transfer;4.7
2001; $32.00 ;Bank Transfer;3.1
1261; $44.00 ;Cash;2.7
109; $95.00 ;Venmo;4.6
720; $85.00 ;Venmo;4.4
3458; $44.00 ;Debit Card;4.6
527; $30.00 ;Venmo;4.9
1969; $21.00 ;PayPal;4
2227; $22.00 ;Debit Card;2.9
2094; $70.00 ;Bank Transfer;2.6
336; $29.00 ;Debit Card;4.6
2977; $83.00 ;Bank Transfer;4.9
1397; $99.00 ;Cash;4.3
144; $35.00 ;Credit Card;4.3
2523; $40.00 ;Debit Card;4.6
2432; $25.00 ;Venmo;2.6
2021; $64.00 ;Cash;3.1
2563; $90.00 ;Venmo;3.1
48; $88.00 ;Bank Transfer;3.1
2857; $55.00 ;Venmo;4.4
3563; $90.00 ;PayPal;4.3
2128; $50.00 ;Cash;3.1
1158; $34.00 ;Bank Transfer;3.1
934; $77.00 ;PayPal;4.9
3879; $89.00 ;PayPal;2.9
1389; $87.00 ;Debit Card;3.8
1067; $77.00 ;Cash;4.2
2072; $85.00 ;Credit Card;3.9
2703; $66.00 ;Bank Transfer;2.8
2439; $32.00 ;Cash;2.6
2619; $92.00 ;PayPal;3
3480; $80.00 ;Debit Card;2.7
1639; $78.00 ;Venmo;2.8
2093; $24.00 ;Bank Transfer;2.9
3147; $59.00 ;Venmo;3.8
2107; $41.00 ;Debit Card;4.4
890; $26.00 ;Credit Card;3.1
1247; $52.00 ;Venmo;3.7
3403; $46.00 ;Cash;4.9
1557; $52.00 ;PayPal;3.8
644; $42.00 ;Debit Card;3.4
1804; $37.00 ;Cash;4.6
940; $52.00 ;Credit Card;3.2
687; $34.00 ;Cash;2.7
2423; $88.00 ;Debit Card;4.3
665; $88.00 ;Cash;3.8
404; $51.00 ;Cash;4.4
2565; $97.00 ;PayPal;3.6
2945; $56.00 ;Debit Card;3.5
3038; $53.00 ;Credit Card;4.2
1613; $71.00 ;Credit Card;4.7
3195; $93.00 ;PayPal;4.8
164; $72.00 ;Credit Card;3.2
2647; $59.00 ;Venmo;3.5
3845; $87.00 ;PayPal;4.2
3506; $78.00 ;Bank Transfer;3.4
630; $68.00 ;Bank Transfer;4.7
517; $76.00 ;Credit Card;3
2414; $99.00 ;PayPal;4
207; $52.00 ;Debit Card;4.6
884; $58.00 ;Debit Card;4.9
1159; $59.00 ;Debit Card;2.8
2468; $71.00 ;Bank Transfer;3.2
2835; $94.00 ;Cash;2.8
1414; $40.00 ;PayPal;4.2
2538; $24.00 ;PayPal;4.8
3346; $38.00 ;Credit Card;2.8
1234; $37.00 ;Bank Transfer;4.5
3561; $29.00 ;Cash;4.1
2552; $92.00 ;Credit Card;4.3
2111; $24.00 ;Debit Card;4.4
1832; $52.00 ;Debit Card;3
1964; $29.00 ;Debit Card;2.7
2279; $30.00 ;PayPal;3.3
3334; $31.00 ;Bank Transfer;4.3
2984; $67.00 ;Debit Card;2.9
985; $65.00 ;Credit Card;4.9
502; $22.00 ;Bank Transfer;3.6
1075; $56.00 ;Venmo;3.3
105; $78.00 ;Bank Transfer;3.1
2896; $90.00 ;Bank Transfer;2.7
580; $85.00 ;Debit Card;3.4
548; $58.00 ;PayPal;3.4
1618; $34.00 ;Venmo;3.9
734; $40.00 ;Bank Transfer;3.5
1145; $29.00 ;PayPal;4.1
3599; $76.00 ;Credit Card;3.2
1826; $84.00 ;Debit Card;4.6
1092; $65.00 ;PayPal;3.9
1540; $80.00 ;Cash;2.7
869; $98.00 ;Credit Card;3
598; $71.00 ;Debit Card;3.3
2324; $69.00 ;Credit Card;2.7
3308; $95.00 ;Credit Card;4.6
2668; $67.00 ;Debit Card;2.7
3831; $49.00 ;Venmo;2.5
272; $97.00 ;PayPal;4.4
2110; $34.00 ;PayPal;4
1772; $74.00 ;Credit Card;3.8
2811; $96.00 ;Bank Transfer;2.5
2712; $68.00 ;Venmo;4
2235; $84.00 ;Venmo;4.1
3037; $57.00 ;Bank Transfer;2.8
3362; $84.00 ;PayPal;3.4
3087; $32.00 ;Credit Card;2.7
3343; $37.00 ;Credit Card;3.8
2462; $58.00 ;Credit Card;4.4
2358; $74.00 ;Cash;2.8
3514; $99.00 ;Venmo;5
886; $81.00 ;Bank Transfer;4.7
3299; $76.00 ;PayPal;3.2
1295; $98.00 ;Venmo;2.9
2223; $91.00 ;Venmo;3.7
249; $79.00 ;Venmo;4.2
2002; $83.00 ;Credit Card;3.4
2011; $90.00 ;Cash;2.9
975; $20.00 ;Debit Card;3.7
2831; $21.00 ;Bank Transfer;2.7
1262; $60.00 ;Debit Card;3.2
394; $31.00 ;Venmo;4.9
3484; $40.00 ;Cash;2.8
2036; $26.00 ;Cash;4.7
2267; $98.00 ;PayPal;3.3
1736; $51.00 ;Debit Card;4.3
2039; $95.00 ;PayPal;3.7
21; $36.00 ;Bank Transfer;4.5
2027; $52.00 ;Bank Transfer;3.4
1740; $35.00 ;Cash;2.7
3499; $68.00 ;PayPal;4.4
606; $50.00 ;PayPal;4
268; $100.00 ;Credit Card;3.2
565; $74.00 ;Bank Transfer;4.2
3530; $45.00 ;Debit Card;3
3842; $97.00 ;Cash;2.8
1320; $60.00 ;Venmo;4.9
1799; $25.00 ;Cash;4.7
2396; $55.00 ;Debit Card;4.4
3419; $99.00 ;Bank Transfer;3.1
2528; $45.00 ;Credit Card;2.6
1663; $20.00 ;Credit Card;3.9
1407; $88.00 ;Venmo;2.6
3183; $99.00 ;Credit Card;4
353; $86.00 ;Cash;4.9
391; $70.00 ;Debit Card;3.3
2531; $50.00 ;Credit Card;3
3631; $57.00 ;Credit Card;2.7
259; $69.00 ;Debit Card;3.1
2998; $94.00 ;Bank Transfer;4.8
1906; $24.00 ;Credit Card;2.9
2920; $79.00 ;Debit Card;4.5
1644; $31.00 ;PayPal;4.6
2466; $67.00 ;Venmo;5
1101; $63.00 ;PayPal;4.3
3407; $61.00 ;Debit Card;4.9
3447; $50.00 ;Venmo;4
738; $82.00 ;Bank Transfer;3.1
2689; $51.00 ;Bank Transfer;2.6
3348; $23.00 ;Debit Card;4.9
1053; $91.00 ;Bank Transfer;3.5
1666; $60.00 ;PayPal;4.5
2678; $34.00 ;PayPal;2.8
1152; $23.00 ;PayPal;4.2
3035; $82.00 ;Credit Card;4.1
1347; $73.00 ;PayPal;3.5
1943; $32.00 ;Bank Transfer;4
699; $80.00 ;Debit Card;4
692; $58.00 ;PayPal;2.5
2500; $82.00 ;Venmo;4.2
2683; $60.00 ;PayPal;3.4
856; $79.00 ;Debit Card;4.8
3881; $41.00 ;Bank Transfer;4.9
140; $39.00 ;Cash;3.6
485; $36.00 ;Credit Card;4
1365; $70.00 ;Venmo;2.6
3817; $47.00 ;Credit Card;3.1
1820; $27.00 ;Debit Card;3.6
1915; $52.00 ;PayPal;4
2931; $75.00 ;Venmo;3.9
3432; $30.00 ;Cash;3.9
411; $94.00 ;PayPal;3.3
2057; $68.00 ;Credit Card;2.9
3471; $45.00 ;Cash;3.1
23; $67.00 ;Debit Card;4.7
3494; $46.00 ;Venmo;3.9
380; $31.00 ;Cash;4.3
494; $44.00 ;Cash;4.2
1954; $100.00 ;Bank Transfer;4.3
982; $92.00 ;Credit Card;4.6
2166; $78.00 ;Venmo;3.8
1005; $32.00 ;Venmo;3.3
1237; $97.00 ;Debit Card;3.7
3078; $95.00 ;Cash;4.3
169; $64.00 ;Bank Transfer;4.1
1512; $35.00 ;Venmo;3.2
2123; $54.00 ;Debit Card;3.8
1648; $96.00 ;PayPal;3.2
3889; $58.00 ;Debit Card;3.5
1754; $23.00 ;PayPal;3.1
779; $35.00 ;Debit Card;4.2
1461; $23.00 ;Bank Transfer;3.4
431; $94.00 ;Credit Card;3.5
3186; $45.00 ;Venmo;4
3290; $23.00 ;Bank Transfer;4.4
1962; $94.00 ;Venmo;2.9
2943; $99.00 ;Debit Card;3.6
107; $36.00 ;Credit Card;4.4
2315; $50.00 ;Venmo;4.5
2151; $81.00 ;Credit Card;3.8
1216; $31.00 ;Bank Transfer;3.6
2521; $48.00 ;Debit Card;4.3
584; $91.00 ;Cash;4
213; $99.00 ;PayPal;3.4
332; $70.00 ;Credit Card;4.4
1528; $74.00 ;PayPal;2.8
1010; $79.00 ;Cash;2.8
10; $33.00 ;PayPal;4.9
1; $49.00 ;Cash;4.2
3411; $96.00 ;Credit Card;2.9
27; $66.00 ;Debit Card;4.6
2727; $45.00 ;Cash;2.8
3030; $28.00 ;Debit Card;2.6
1258; $48.00 ;Credit Card;3.5
3028; $67.00 ;Venmo;3.5
3439; $59.00 ;Debit Card;3.4
1848; $74.00 ;Credit Card;3.9
1889; $81.00 ;Venmo;3.3
3576; $26.00 ;Credit Card;4.1
3731; $61.00 ;Credit Card;3
3605; $23.00 ;PayPal;3
3741; $33.00 ;Cash;3.2
3428; $58.00 ;Bank Transfer;3.9
1702; $65.00 ;Venmo;3.6
1914; $48.00 ;Credit Card;3.1
1321; $25.00 ;Cash;4.8
303; $51.00 ;Debit Card;3.8
2954; $31.00 ;Venmo;2.8
1878; $99.00 ;PayPal;4
2865; $25.00 ;Credit Card;4.6
3355; $52.00 ;Debit Card;3.5
955; $47.00 ;Debit Card;3.7
3550; $98.00 ;Debit Card;4.9
2541; $46.00 ;Credit Card;4.1
2339; $32.00 ;Bank Transfer;4.6
2403; $75.00 ;PayPal;4.5
1945; $51.00 ;Debit Card;5
2492; $52.00 ;PayPal;3.8
288; $66.00 ;Bank Transfer;4.7
2613; $35.00 ;Bank Transfer;2.8
131; $43.00 ;Credit Card;2.6
2119; $24.00 ;Credit Card;3.8
3155; $83.00 ;PayPal;2.8
2522; $62.00 ;Debit Card;2.6
2718; $78.00 ;Venmo;3.4
2564; $61.00 ;Venmo;4.5
1872; $57.00 ;Credit Card;3.8
3787; $70.00 ;Credit Card;3
2720; $57.00 ;Cash;3.7
147; $74.00 ;Credit Card;4.4
1691; $90.00 ;PayPal;3.1
1753; $98.00 ;Cash;4.2
1499; $43.00 ;Debit Card;3.1
3417; $37.00 ;PayPal;5
2413; $38.00 ;Bank Transfer;2.7
2732; $60.00 ;Cash;3.8
247; $55.00 ;Debit Card;3.3
3127; $51.00 ;Debit Card;4.8
1439; $71.00 ;Venmo;3.4
533; $61.00 ;Venmo;4.4
2935; $65.00 ;Credit Card;3.9
883; $34.00 ;Cash;3.9
1603; $87.00 ;Venmo;4.2
3630; $79.00 ;Venmo;4
3878; $46.00 ;Bank Transfer;2.6
899; $72.00 ;PayPal;4.4
1282; $93.00 ;PayPal;3.2
307; $76.00 ;PayPal;4.3
1836; $56.00 ;Venmo;4.9
3885; $83.00 ;Credit Card;3.8
784; $90.00 ;Cash;2.5
786; $94.00 ;Venmo;4.9
1292; $68.00 ;Credit Card;3
3416; $53.00 ;PayPal;3.2
573; $35.00 ;PayPal;2.9
2089; $30.00 ;Cash;2.8
1917; $26.00 ;Venmo;3.1
1863; $60.00 ;Debit Card;3.4
3241; $30.00 ;PayPal;2.9
2510; $91.00 ;Credit Card;3.2
931; $71.00 ;Venmo;3.8
2952; $64.00 ;Venmo;3.6
1697; $54.00 ;Bank Transfer;4.3
1584; $35.00 ;PayPal;4.8
130; $38.00 ;Bank Transfer;2.5
88; $69.00 ;Debit Card;2.5
2210; $96.00 ;Debit Card;4.6
2025; $73.00 ;Credit Card;4.2
1046; $49.00 ;Cash;4.2
780; $44.00 ;Credit Card;4.8
2133; $93.00 ;Cash;4.5
742; $72.00 ;PayPal;3.3
2115; $91.00 ;Debit Card;2.7
3682; $83.00 ;Venmo;2.8
3702; $62.00 ;Venmo;3.5
3352; $71.00 ;Debit Card;3
1373; $93.00 ;Cash;4.5
2847; $63.00 ;Credit Card;4.3
3777; $96.00 ;Debit Card;4.1
267; $78.00 ;Venmo;4.3
1287; $24.00 ;PayPal;5
3857; $63.00 ;Cash;3.8
2048; $58.00 ;Venmo;4.9
145; $55.00 ;Debit Card;5
3366; $58.00 ;Debit Card;4.3
1760; $28.00 ;PayPal;4.1
634; $37.00 ;PayPal;4.5
2505; $78.00 ;PayPal;3.6
1137; $73.00 ;Bank Transfer;3
246; $20.00 ;Credit Card;3.7
2792; $60.00 ;Venmo;4.3
3807; $71.00 ;Cash;4.6
3556; $89.00 ;Bank Transfer;4.7
2152; $53.00 ;Bank Transfer;4.6
1387; $87.00 ;Bank Transfer;3
2018; $37.00 ;PayPal;3.4
1339; $37.00 ;Venmo;3.8
3239; $78.00 ;Credit Card;3.1
1637; $23.00 ;Venmo;4.4
3566; $73.00 ;Bank Transfer;4.5
3281; $27.00 ;Debit Card;2.8
1290; $59.00 ;Debit Card;2.7
1096; $53.00 ;Bank Transfer;3.4
2400; $42.00 ;Debit Card;4.6
1288; $45.00 ;Bank Transfer;5
859; $89.00 ;Credit Card;3.5
390; $85.00 ;Bank Transfer;3.3
1255; $69.00 ;Cash;4.5
2418; $66.00 ;Cash;3.1
570; $42.00 ;Bank Transfer;4
40; $40.00 ;Credit Card;2.5
447; $82.00 ;PayPal;4.4
2762; $88.00 ;Debit Card;4.4
358; $99.00 ;Credit Card;3.2
2711; $85.00 ;PayPal;3.8
186; $57.00 ;PayPal;4.6
3240; $56.00 ;PayPal;4.9
2430; $79.00 ;Cash;3.5
3598; $67.00 ;Credit Card;3.4
983; $61.00 ;Venmo;3.9
1635; $37.00 ;Venmo;3.9
2455; $75.00 ;Debit Card;4.2
295; $21.00 ;Debit Card;3.4
1437; $89.00 ;Debit Card;4.9
3591; $24.00 ;Debit Card;2.9
2695; $27.00 ;Cash;4.9
1934; $26.00 ;Bank Transfer;4.6
2482; $82.00 ;Venmo;3.6
3868; $28.00 ;Bank Transfer;4.3
920; $65.00 ;PayPal;4.6
2509; $82.00 ;Cash;4.7
136; $38.00 ;Credit Card;3.5
1866; $33.00 ;Debit Card;2.8
2557; $38.00 ;Cash;4
2176; $48.00 ;PayPal;4.3
592; $35.00 ;PayPal;3.8
338; $29.00 ;Bank Transfer;3
3852; $48.00 ;Credit Card;4.6
3742; $87.00 ;Bank Transfer;4.8
3628; $62.00 ;Bank Transfer;4.7
3406; $96.00 ;Cash;3.9
237; $41.00 ;Bank Transfer;4
1213; $42.00 ;Cash;3.7
3498; $57.00 ;Venmo;3.7
1257; $65.00 ;Bank Transfer;4.2
3529; $54.00 ;Venmo;4.7
3455; $22.00 ;Cash;4.3
805; $96.00 ;Credit Card;4.9
3730; $81.00 ;Venmo;3.9
1895; $46.00 ;Bank Transfer;3.4
2186; $74.00 ;Bank Transfer;4.2
1251; $50.00 ;Venmo;4.7
3395; $80.00 ;PayPal;4
2991; $56.00 ;Venmo;4
873; $69.00 ;Debit Card;3.1
801; $97.00 ;Bank Transfer;4.2
841; $66.00 ;Credit Card;3.7
2203; $70.00 ;PayPal;3.1
344; $50.00 ;Credit Card;3.7
3648; $85.00 ;Bank Transfer;3.2
1611; $59.00 ;PayPal;2.8
273; $74.00 ;Credit Card;2.9
294; $38.00 ;PayPal;3.5
1442; $99.00 ;PayPal;3.8
2020; $97.00 ;Cash;4.7
2765; $67.00 ;Cash;4.5
1910; $20.00 ;Credit Card;3.9
402; $45.00 ;Bank Transfer;3.4
101; $52.00 ;Credit Card;4.6
3888; $68.00 ;Credit Card;4.6
3586; $98.00 ;Venmo;4.7
2319; $83.00 ;Venmo;3.2
1805; $51.00 ;Bank Transfer;5
2691; $21.00 ;Venmo;4.5
2106; $92.00 ;Venmo;3.5
3760; $63.00 ;Venmo;4.5
898; $56.00 ;Venmo;3.2
285; $95.00 ;Bank Transfer;4.6
1981; $66.00 ;Cash;4
2914; $28.00 ;Bank Transfer;4.2
3535; $83.00 ;Credit Card;4.1
1280; $55.00 ;PayPal;3.6
1686; $28.00 ;Venmo;3.7
1276; $79.00 ;Bank Transfer;3.6
1555; $31.00 ;Debit Card;3.8
2872; $37.00 ;Venmo;3
579; $34.00 ;Credit Card;3.4
2997; $74.00 ;Venmo;4.8
3332; $31.00 ;Credit Card;2.6
3613; $66.00 ;Credit Card;2.9
1578; $99.00 ;Cash;4.9
2899; $55.00 ;Bank Transfer;5
1271; $23.00 ;PayPal;4.6
3619; $88.00 ;Bank Transfer;4.2
3327; $26.00 ;PayPal;4.9
3373; $94.00 ;Credit Card;4.8
1064; $25.00 ;Debit Card;3
1201; $96.00 ;Cash;3.5
1752; $29.00 ;Cash;3.4
1877; $36.00 ;PayPal;3.4
668; $90.00 ;Credit Card;4.9
3156; $38.00 ;PayPal;4.4
1529; $52.00 ;Cash;4.2
2934; $88.00 ;Credit Card;3.1
3171; $56.00 ;Venmo;4
1344; $71.00 ;Cash;4.8
3479; $94.00 ;Credit Card;3.3
1336; $97.00 ;PayPal;4.7
1818; $27.00 ;Cash;3.2
1958; $28.00 ;Bank Transfer;5
2993; $67.00 ;Cash;4.9
2084; $70.00 ;Cash;4.9
1048; $95.00 ;Cash;3.7
2486; $24.00 ;Cash;3
3237; $35.00 ;PayPal;2.6
618; $22.00 ;Credit Card;2.6
3488; $66.00 ;Bank Transfer;4.8
2410; $83.00 ;Bank Transfer;3.2
3800; $95.00 ;Venmo;4.9
3153; $41.00 ;Cash;3.4
622; $77.00 ;Debit Card;2.7
2908; $52.00 ;Debit Card;4.8
9; $41.00 ;Cash;4.1
1142; $28.00 ;PayPal;4.6
464; $90.00 ;Debit Card;4.4
929; $55.00 ;Bank Transfer;3.5
1436; $73.00 ;Cash;4.8
3658; $87.00 ;PayPal;2.9
865; $89.00 ;Cash;3.2
2607; $82.00 ;Cash;4.4
459; $80.00 ;Bank Transfer;4.6
1403; $87.00 ;PayPal;2.6
125; $41.00 ;Cash;3.1
1718; $83.00 ;Bank Transfer;4.3
2307; $71.00 ;Cash;3.1
556; $76.00 ;Bank Transfer;4.6
3847; $34.00 ;Cash;4.6
721; $81.00 ;PayPal;2.7
2243; $47.00 ;Debit Card;3
3664; $36.00 ;Bank Transfer;3.3
1031; $51.00 ;Debit Card;2.7
3231; $86.00 ;Bank Transfer;3.3
831; $41.00 ;Venmo;4.3
2060; $90.00 ;Cash;4.8
2868; $93.00 ;Debit Card;3.3
759; $56.00 ;Bank Transfer;4.3
660; $39.00 ;Debit Card;3
3608; $86.00 ;Credit Card;4.8
1382; $82.00 ;PayPal;2.9
972; $29.00 ;Credit Card;3.6
2393; $27.00 ;Cash;3.5
3222; $25.00 ;Bank Transfer;4.7
3389; $31.00 ;Bank Transfer;4.4
350; $23.00 ;Cash;3.3
1153; $47.00 ;Debit Card;4.3
2782; $67.00 ;Venmo;4
2101; $75.00 ;Cash;4.9
2947; $82.00 ;Credit Card;2.9
1671; $32.00 ;Venmo;4
2058; $41.00 ;Bank Transfer;4.3
2248; $89.00 ;Venmo;2.7
1112; $82.00 ;PayPal;5
3410; $99.00 ;Debit Card;4.4
1203; $98.00 ;Bank Transfer;3.5
120; $54.00 ;Credit Card;3.3
3516; $88.00 ;Cash;3.8
3809; $43.00 ;Credit Card;4.5
3312; $73.00 ;Credit Card;4.8
1023; $50.00 ;Debit Card;2.9
280; $73.00 ;PayPal;3.2
3810; $51.00 ;Venmo;2.8
