Shippment_ID;Shipping_Type;Frequency_of_Purchases
3680;Free Shipping;Monthly
3681;Store Pickup;Weekly
3682;2-Day Shipping;Monthly
3683;Store Pickup;Monthly
3684;2-Day Shipping;Every 3 Months
3685;Standard;Quarterly
3686;Express;Bi-Weekly
3687;Standard;Fortnightly
3688;Free Shipping;Every 3 Months
3689;2-Day Shipping;Every 3 Months
3690;Standard;Quarterly
3691;Next Day Air;Weekly
3692;Free Shipping;Annually
3693;Next Day Air;Annually
3694;Free Shipping;Fortnightly
3695;Store Pickup;Fortnightly
3696;Standard;Annually
3697;Next Day Air;Annually
3698;2-Day Shipping;Quarterly
3699;Free Shipping;Weekly
3700;Next Day Air;Every 3 Months
3701;Next Day Air;Fortnightly
3702;2-Day Shipping;Annually
3703;Store Pickup;Annually
3704;2-Day Shipping;Every 3 Months
3705;Next Day Air;Bi-Weekly
3706;Express;Every 3 Months
3707;Store Pickup;Weekly
3708;Free Shipping;Annually
3709;Next Day Air;Weekly
3710;Free Shipping;Bi-Weekly
3711;Express;Fortnightly
3712;Express;Annually
3713;Express;Quarterly
3714;Free Shipping;Every 3 Months
3715;Express;Fortnightly
3716;Store Pickup;Quarterly
3717;2-Day Shipping;Quarterly
3718;Next Day Air;Bi-Weekly
3719;Store Pickup;Monthly
3720;2-Day Shipping;Monthly
3721;Express;Every 3 Months
3722;Express;Weekly
3723;Express;Every 3 Months
3724;Store Pickup;Monthly
3725;Store Pickup;Monthly
3726;Next Day Air;Fortnightly
3727;Next Day Air;Weekly
3728;2-Day Shipping;Monthly
3729;Free Shipping;Annually
3730;2-Day Shipping;Every 3 Months
3731;Next Day Air;Fortnightly
3732;Express;Fortnightly
3733;Standard;Annually
3734;2-Day Shipping;Monthly
3735;2-Day Shipping;Every 3 Months
3736;Next Day Air;Annually
3737;Free Shipping;Every 3 Months
3738;Next Day Air;Annually
3739;2-Day Shipping;Weekly
3740;Standard;Quarterly
3741;Standard;Monthly
3742;Standard;Weekly
3743;Free Shipping;Monthly
3744;Free Shipping;Every 3 Months
3745;Standard;Bi-Weekly
3746;Standard;Monthly
3747;2-Day Shipping;Fortnightly
3748;Next Day Air;Every 3 Months
3749;2-Day Shipping;Monthly
3750;Standard;Monthly
3751;Express;Monthly
3752;Next Day Air;Weekly
3753;Express;Fortnightly
3754;Standard;Weekly
3755;Free Shipping;Monthly
3756;2-Day Shipping;Every 3 Months
3757;Free Shipping;Weekly
3758;Free Shipping;Bi-Weekly
3759;Next Day Air;Annually
3760;Store Pickup;Monthly
3761;Express;Weekly
3762;Standard;Bi-Weekly
3763;Next Day Air;Monthly
3764;Free Shipping;Every 3 Months
3765;Express;Annually
3766;2-Day Shipping;Weekly
3767;2-Day Shipping;Weekly
3768;Standard;Bi-Weekly
3769;Express;Monthly
3770;Store Pickup;Quarterly
3771;2-Day Shipping;Quarterly
3772;Store Pickup;Annually
3773;Store Pickup;Quarterly
3774;Free Shipping;Monthly
3775;Free Shipping;Every 3 Months
3776;Free Shipping;Annually
3777;Standard;Annually
3778;Free Shipping;Annually
3779;Standard;Annually
3780;Standard;Fortnightly
3781;Store Pickup;Monthly
3782;Next Day Air;Every 3 Months
3783;Next Day Air;Monthly
3784;2-Day Shipping;Fortnightly
3785;Store Pickup;Monthly
3786;Next Day Air;Every 3 Months
3787;Next Day Air;Annually
3788;Express;Weekly
3789;Standard;Fortnightly
3790;Free Shipping;Bi-Weekly
3791;Express;Fortnightly
3792;Express;Quarterly
3793;Express;Fortnightly
3794;Free Shipping;Weekly
3795;Next Day Air;Bi-Weekly
3796;2-Day Shipping;Quarterly
3797;Next Day Air;Annually
3798;2-Day Shipping;Annually
3799;Express;Annually
3800;Next Day Air;Weekly
3801;Next Day Air;Fortnightly
3802;2-Day Shipping;Quarterly
3803;Express;Every 3 Months
3804;Standard;Monthly
3805;Standard;Fortnightly
3806;Free Shipping;Weekly
3807;Store Pickup;Bi-Weekly
3808;Next Day Air;Quarterly
3809;Standard;Fortnightly
3810;Free Shipping;Bi-Weekly
3811;2-Day Shipping;Annually
3812;Express;Annually
3813;2-Day Shipping;Annually
3814;Express;Annually
3815;Next Day Air;Bi-Weekly
3816;2-Day Shipping;Annually
3817;Store Pickup;Monthly
3818;Free Shipping;Bi-Weekly
3819;Express;Monthly
3820;Express;Fortnightly
3821;2-Day Shipping;Annually
3822;Standard;Monthly
3823;2-Day Shipping;Annually
3824;Free Shipping;Monthly
3825;Next Day Air;Bi-Weekly
3826;2-Day Shipping;Every 3 Months
3827;Free Shipping;Weekly
3828;2-Day Shipping;Quarterly
3829;Free Shipping;Fortnightly
3830;Next Day Air;Every 3 Months
3831;Next Day Air;Annually
3832;2-Day Shipping;Bi-Weekly
3833;Next Day Air;Quarterly
3834;Next Day Air;Annually
3835;Express;Fortnightly
3836;Next Day Air;Fortnightly
3837;Standard;Quarterly
3838;Express;Bi-Weekly
3839;2-Day Shipping;Weekly
3840;Next Day Air;Bi-Weekly
3841;Next Day Air;Fortnightly
3842;Free Shipping;Every 3 Months
3843;Store Pickup;Bi-Weekly
3844;Standard;Quarterly
3845;Store Pickup;Bi-Weekly
3846;Express;Bi-Weekly
3847;Express;Weekly
3848;Free Shipping;Bi-Weekly
3849;Express;Every 3 Months
3850;Standard;Quarterly
3851;Store Pickup;Fortnightly
3852;Next Day Air;Fortnightly
3853;Express;Every 3 Months
3854;Standard;Weekly
3855;Next Day Air;Annually
3856;Store Pickup;Monthly
3857;2-Day Shipping;Bi-Weekly
3858;Express;Weekly
3859;Free Shipping;Monthly
3860;2-Day Shipping;Quarterly
3861;Express;Monthly
3862;Free Shipping;Weekly
3863;Express;Every 3 Months
3864;Store Pickup;Monthly
3865;2-Day Shipping;Every 3 Months
3866;Express;Weekly
3867;Free Shipping;Quarterly
3868;Express;Monthly
3869;Store Pickup;Weekly
3870;Standard;Fortnightly
3871;Store Pickup;Every 3 Months
3872;Next Day Air;Monthly
3873;Free Shipping;Annually
3874;Free Shipping;Monthly
3875;Express;Bi-Weekly
3876;Next Day Air;Fortnightly
3877;Express;Quarterly
3878;Store Pickup;Quarterly
3879;Store Pickup;Quarterly
3880;Next Day Air;Monthly
3881;Standard;Bi-Weekly
3882;2-Day Shipping;Quarterly
3883;Store Pickup;Quarterly
3884;Standard;Annually
3885;Store Pickup;Quarterly
3886;Standard;Annually
3887;Store Pickup;Every 3 Months
3888;Standard;Annually
3889;Free Shipping;Quarterly
3890;Standard;Bi-Weekly
3891;Free Shipping;Monthly
3892;Next Day Air;Every 3 Months
3893;Express;Every 3 Months
3894;2-Day Shipping;Every 3 Months
3895;Standard;Weekly
3896;Standard;Quarterly
3897;Free Shipping;Fortnightly
3898;Free Shipping;Monthly
3899;Express;Every 3 Months
3900;Next Day Air;Bi-Weekly
